1,10010119910,3472
2,10009265462,5590
3,10010900151,2447
4,10009208280,6459
5,10011113551,8411
6,10009009114,7276
7,10008560872,10520
8,10010061613,3743
9,10010128099,5291
10,10009514177,14187
11,10009853060,7468
12,10011083768,5235
13,10010257098,10558
14,10010385353,7947
15,10011162141,5599
16,10008924879,4999
17,10010080493,9847
18,10009111049,7694
19,10009819411,5517
20,10009217260,6239
21,10009495582,9609
22,10009423578,3526
23,10010038281,7505
24,10011698554,5585
25,10008531885,13594
26,10012570295,9269
27,10009843191,9206
28,10011322990,9292
29,10011641601,4840
30,10010510810,12914
31,10009563108,5424
32,10012158788,6262
33,10011212321,11813
34,10008266337,7114
35,10008411529,5549
36,10010171653,8047
37,10010542250,6042
38,10009886109,6580
39,10011021903,7045
40,10008991036,2945
41,10010306808,7092
42,10006785489,8423
43,10011302303,4909
44,10010877076,6741
45,10012543069,8076
46,10010918116,9251
47,10010011832,7270
48,10010035434,10315
49,10009856800,4137
50,10010726417,8042
51,10010599893,6318
52,10010835847,8625
53,10012235656,5671
54,10010307089,6577
55,10011467368,10571
56,10010266370,6809
57,10011152175,3969
58,10009118055,8338
59,10010805881,12687
60,10009016637,5217
61,10010192658,8479
62,10010341210,1378
63,10009074395,5389
64,10009430272,10153
65,10010390702,9922
66,10009052424,5476
67,10010443313,6457
68,10011356415,8137
69,10009355878,8113
70,10011679569,9224
71,10009437044,5022
72,10010533491,6394
73,10010109355,2947
74,10010457075,1272
75,10009267235,10217
76,10010563440,11352
77,10009925169,8664
78,10010609516,7058
79,10010688807,10173
80,10011393598,4924
81,10010337870,7196
82,10008982918,1335
83,10010031165,54
84,10010603991,13265
85,10009442958,6051
86,10010818070,6893
87,10009256498,8993
88,10010233699,5781
89,10010180043,5573
90,10009413626,9234
91,10008910254,6647
92,10009874004,10892
93,10008991027,6624
94,10008592778,1438
95,10009721603,11639
96,10008686624,4324
97,10008995602,9500
98,10011293798,6819
99,10010491538,6680
100,10008831029,6995
101,10009895804,6165
102,10009757416,11234
103,10009282758,5813
104,10011587804,7525
105,10010024080,1967
106,10009470494,9201
107,10009528615,8231
108,10010730565,7693
109,10009601532,713
110,10009543815,9110
111,10009405686,6869
112,10008312244,4083
113,10010013102,3242
114,10010349497,3137
115,10009487168,1271
116,10010853556,6772
117,10009915356,3276
118,10010419045,8729
119,10010432933,7753
120,10009402991,7603
121,10010856006,9670
122,10010722134,8122
123,10010482646,7775
124,10009414773,9769
125,10009650959,11400
126,10009087083,12456
127,10010565626,7031
128,10009964671,5884
129,10011337791,9739
130,10009197788,6499
131,10010669402,8507
132,10008072270,6630
133,10010911666,599
134,10012088354,5272
135,10009844777,7908
136,10010884459,11672
137,10008233645,15538
138,10009882791,8020
139,10010280351,9397
140,10010951798,5635
141,10010692703,4419
142,10010323615,830
143,10008997931,9839
144,10010126339,9251
145,10009409494,3947
146,10011604366,6003
147,10008301982,3099
148,10009343753,7395
149,10011065453,11382
150,10010241049,7089
151,10008317449,6907
152,10009619863,4600
153,10008651361,8491
154,10008536509,4394
155,10010596615,5643
156,10008722846,2958
157,10010300543,9107
158,10008999112,4343
159,10009207899,1166
160,10010414494,8409
161,10010061102,9049
162,10010202728,6206
163,10009633228,7079
164,10010111226,7980
165,10008586914,9560
166,10010152087,7257
167,10009931542,7559
168,10008406307,3292
169,10010271158,8569
170,10010648590,9077
171,10010859124,8603
172,10009170299,6072
173,10009024303,3833
174,10010709322,3964
175,10009721787,12532
176,10010690075,5350
177,10010310563,5268
178,10009853271,10627
179,10010151349,10325
180,10011752824,9713
181,10010368002,5924
182,10009452823,13217
183,10009903567,7689
184,10010286157,7369
185,10010947343,8243
186,10009907692,3398
187,10010398261,8052
188,10008237929,2078
189,10010475866,8422
190,10010526299,14295
191,10008507526,10867
192,10009284310,6923
193,10009141667,4833
194,10009871925,4927
195,10010876145,6965
196,10011009445,5362
197,10009651211,7907
198,10008527649,6287
199,10008374564,6694
200,10010341774,5129
201,10011208641,7828
202,10011273121,7181
203,10009916225,12090
204,10008187284,3172
205,10010037042,4337
206,10009414978,10272
207,10010041029,7291
208,10009754062,9720
209,10012149383,7205
210,10008432248,8284
211,10011759760,4456
212,10010553147,7794
213,10009435163,338
214,10007705074,6386
215,10008832708,14668
216,10009641622,10960
217,10009055417,8726
218,10009973905,7509
219,10008853669,8138
220,10010061207,7509
221,10011137222,5650
222,10009085975,3346
223,10011040223,6216
224,10009642153,9955
225,10010654307,5323
226,10011475745,6578
227,10008545239,3427
228,10011063046,7743
229,10008780547,6087
230,10009482389,5744
231,10008191170,7420
232,10009502442,5889
233,10010476857,1451
234,10009497338,9988
235,10011959460,11842
236,10010547014,1930
237,10009944822,6857
238,10008811484,6235
239,10010378056,6412
240,10009600914,4088
241,10012278179,4284
242,10010193768,6997
243,10010527619,11080
244,10010660793,10278
245,10010480694,6973
246,10010918891,9372
247,10009817943,11346
248,10010055512,7943
249,10010929536,5374
250,10008874122,10578
